type,ga_weeks,ga_days,L,M,S,p3,p10,p50,p90,p97,-2SD,-1.5SD,±0SD,+1.5SD,+2SD
weight_female_parous,35,5,0.562,2378.274,0.136,1805,1980,2378,2808,3019,1772,1916,2378,2884,3062
weight_female_parous,35,6,0.559,2416.361,0.135,1839,2015,2416,2849,3063,1804,1950,2416,2926,3106
weight_female_parous,36,0,0.558,2435.417,0.134,1855,2032,2435,2870,3084,1821,1967,2435,2948,3128
weight_female_parous,36,1,0.556,2454.467,0.134,1872,2050,2454,2891,3106,1837,1984,2454,2969,3150
weight_female_parous,36,2,0.554,2492.515,0.133,1906,2085,2493,2932,3149,1871,2019,2493,3010,3193
weight_female_parous,36,3,0.552,2511.493,0.132,1923,2103,2511,2953,3170,1888,2036,2511,3031,3214
weight_female_parous,36,4,0.549,2549.310,0.131,1957,2138,2549,2993,3212,1921,2071,2549,3072,3256
weight_female_parous,36,5,0.548,2568.129,0.130,1974,2155,2568,3013,3232,1938,2088,2568,3092,3277
weight_female_parous,36,6,0.546,2605.528,0.129,2008,2191,2606,3053,3273,1972,2123,2606,3132,3318
weight_female_parous,37,0,0.545,2624.082,0.129,2025,2208,2624,3073,3293,1989,2140,2624,3152,3338
weight_female_parous,37,1,0.543,2642.520,0.128,2042,2226,2643,3092,3313,2006,2158,2643,3172,3358
weight_female_parous,37,2,0.541,2678.998,0.127,2076,2260,2679,3130,3352,2040,2192,2679,3210,3397
weight_female_parous,37,3,0.541,2697.017,0.126,2093,2278,2697,3149,3371,2057,2209,2697,3229,3416
weight_female_parous,37,4,0.539,2732.567,0.125,2126,2312,2733,3186,3408,2090,2243,2733,3266,3454
weight_female_parous,37,5,0.538,2750.080,0.124,2143,2329,2750,3204,3427,2107,2260,2750,3284,3472
weight_female_parous,37,6,0.536,2784.560,0.123,2176,2362,2785,3239,3462,2139,2293,2785,3320,3508
weight_female_parous,38,0,0.535,2801.525,0.122,2192,2379,2802,3256,3480,2156,2310,2802,3337,3525
weight_female_parous,38,1,0.534,2818.304,0.122,2208,2395,2818,3273,3497,2172,2326,2818,3354,3542
weight_female_parous,38,2,0.532,2851.310,0.120,2240,2427,2851,3307,3531,2204,2358,2851,3388,3576
weight_female_parous,38,3,0.531,2867.542,0.120,2256,2443,2868,3323,3547,2220,2374,2868,3404,3593
weight_female_parous,38,4,0.529,2899.479,0.119,2287,2475,2899,3356,3580,2251,2406,2899,3437,3625
weight_female_parous,38,5,0.528,2915.194,0.118,2303,2490,2915,3372,3596,2266,2421,2915,3452,3641
weight_female_parous,38,6,0.525,2946.153,0.117,2333,2521,2946,3403,3627,2296,2452,2946,3484,3672
weight_female_parous,39,0,0.524,2961.413,0.116,2348,2536,2961,3418,3642,2311,2467,2961,3499,3688
weight_female_parous,39,1,0.523,2976.534,0.116,2363,2551,2977,3433,3657,2326,2482,2977,3514,3703
weight_female_parous,39,2,0.520,3006.372,0.115,2392,2581,3006,3463,3687,2356,2511,3006,3544,3733
weight_female_parous,39,3,0.519,3021.102,0.114,2407,2595,3021,3478,3702,2370,2526,3021,3559,3748
weight_female_parous,39,4,0.517,3050.210,0.113,2436,2624,3050,3507,3731,2399,2555,3050,3588,3777
weight_female_parous,39,5,0.516,3064.594,0.112,2450,2638,3065,3522,3746,2413,2569,3065,3602,3791
weight_female_parous,39,6,0.515,3093.031,0.111,2478,2667,3093,3550,3774,2441,2597,3093,3631,3820
weight_female_parous,40,0,0.514,3107.083,0.111,2492,2681,3107,3564,3788,2455,2611,3107,3645,3834
weight_female_parous,40,1,0.514,3121.024,0.110,2505,2694,3121,3578,3802,2468,2625,3121,3659,3848
weight_female_parous,40,2,0.514,3148.585,0.110,2532,2722,3149,3606,3830,2496,2652,3149,3687,3875
weight_female_parous,40,3,0.514,3162.218,0.109,2546,2735,3162,3619,3843,2509,2665,3162,3700,3889
weight_female_parous,40,4,0.514,3189.226,0.108,2572,2762,3189,3646,3870,2535,2692,3189,3727,3916
weight_female_parous,40,5,0.514,3202.614,0.108,2585,2775,3203,3660,3884,2549,2705,3203,3741,3929
weight_female_parous,40,6,0.515,3229.207,0.107,2612,2801,3229,3686,3910,2575,2732,3229,3767,3955
weight_female_parous,41,0,0.515,3242.431,0.106,2625,2815,3242,3700,3923,2588,2745,3242,3780,3969
weight_female_parous,41,1,0.516,3255.617,0.106,2638,2828,3256,3713,3936,2601,2758,3256,3794,3982
weight_female_parous,41,2,0.517,3281.897,0.105,2663,2854,3282,3739,3962,2626,2784,3282,3820,4008
weight_female_parous,41,3,0.517,3294.999,0.105,2676,2867,3295,3752,3975,2639,2797,3295,3833,4021
weight_female_parous,41,4,0.519,3321.147,0.104,2702,2893,3321,3778,4001,2665,2823,3321,3859,4046
weight_female_parous,41,5,0.519,3334.198,0.104,2715,2906,3334,3791,4014,2678,2836,3334,3871,4059
weight_female_parous,41,6,0.521,3360.271,0.103,2741,2932,3360,3817,4040,2704,2862,3360,3897,4085
height,22,0,1.874,27.203,0.060,23.9,25.0,27.2,29.2,30.1,23.7,24.6,27.2,29.6,30.3
height,22,1,1.910,27.345,0.060,24.1,25.2,27.3,29.4,30.3,23.8,24.8,27.3,29.7,30.5
height,22,2,1.981,27.630,0.060,24.3,25.4,27.6,29.7,30.6,24.1,25.0,27.6,30.0,30.8
height,22,3,2.016,27.772,0.060,24.4,25.5,27.8,29.8,30.7,24.2,25.1,27.8,30.2,30.9
height,22,4,2.089,28.056,0.060,24.7,25.8,28.1,30.1,31.0,24.4,25.4,28.1,30.5,31.2
height,22,5,2.125,28.198,0.060,24.8,25.9,28.2,30.3,31.2,24.6,25.5,28.2,30.6,31.4
height,22,6,2.199,28.484,0.060,25.0,26.2,28.5,30.6,31.5,24.8,25.8,28.5,30.9,31.7
height,23,0,2.237,28.627,0.060,25.1,26.3,28.6,30.7,31.7,24.9,25.9,28.6,31.1,31.8
height,23,1,2.274,28.770,0.060,25.3,26.4,28.8,30.9,31.8,25.0,26.0,28.8,31.2,32.0
height,23,2,2.348,29.059,0.060,25.5,26.7,29.1,31.2,32.1,25.3,26.3,29.1,31.5,32.3
height,23,3,2.385,29.204,0.060,25.6,26.8,29.2,31.3,32.3,25.4,26.4,29.2,31.7,32.4
height,23,4,2.457,29.496,0.060,25.9,27.1,29.5,31.6,32.6,25.6,26.7,29.5,32.0,32.7
height,23,5,2.494,29.643,0.060,26.0,27.2,29.6,31.8,32.7,25.7,26.8,29.6,32.1,32.9
height,23,6,2.565,29.938,0.059,26.2,27.5,29.9,32.1,33.0,26.0,27.1,29.9,32.4,33.2
height,24,0,2.600,30.087,0.059,26.4,27.6,30.1,32.3,33.2,26.1,27.2,30.1,32.6,33.4
height,24,1,2.635,30.237,0.059,26.5,27.8,30.2,32.4,33.3,26.2,27.3,30.2,32.8,33.5
height,24,2,2.702,30.538,0.059,26.7,28.0,30.5,32.7,33.7,26.5,27.6,30.5,33.1,33.8
height,24,3,2.734,30.690,0.059,26.9,28.2,30.7,32.9,33.8,26.6,27.7,30.7,33.2,34.0
height,24,4,2.797,30.995,0.059,27.1,28.5,31.0,33.2,34.1,26.9,28.0,31.0,33.5,34.3
height,24,5,2.826,31.148,0.059,27.3,28.6,31.1,33.4,34.3,27.0,28.1,31.1,33.7,34.5
height,24,6,2.880,31.456,0.059,27.5,28.9,31.5,33.7,34.6,27.2,28.4,31.5,34.0,34.8
height,25,0,2.903,31.611,0.059,27.7,29.0,31.6,33.8,34.8,27.4,28.6,31.6,34.2,35.0
height,25,1,2.925,31.766,0.059,27.8,29.2,31.8,34.0,34.9,27.5,28.7,31.8,34.4,35.1
height,25,2,2.961,32.078,0.058,28.1,29.5,32.1,34.3,35.3,27.8,29.0,32.1,34.7,35.5
height,25,3,2.976,32.235,0.058,28.2,29.6,32.2,34.5,35.4,27.9,29.1,32.2,34.8,35.6
height,25,4,3.001,32.551,0.058,28.5,29.9,32.6,34.8,35.8,28.2,29.4,32.6,35.2,36.0
height,25,5,3.012,32.709,0.058,28.7,30.1,32.7,35.0,35.9,28.4,29.6,32.7,35.3,36.1
height,25,6,3.028,33.025,0.057,29.0,30.4,33.0,35.3,36.3,28.7,29.9,33.0,35.6,36.4
height,26,0,3.034,33.184,0.057,29.1,30.5,33.2,35.5,36.4,28.8,30.0,33.2,35.8,36.6
height,26,1,3.039,33.343,0.057,29.3,30.7,33.3,35.6,36.6,29.0,30.2,33.3,36.0,36.8
height,26,2,3.046,33.660,0.057,29.6,31.0,33.7,35.9,36.9,29.3,30.5,33.7,36.3,37.1
height,26,3,3.048,33.818,0.056,29.8,31.2,33.8,36.1,37.1,29.5,30.7,33.8,36.5,37.3
height,26,4,3.049,34.133,0.056,30.1,31.5,34.1,36.4,37.4,29.8,31.0,34.1,36.8,37.6
height,26,5,3.048,34.291,0.056,30.2,31.6,34.3,36.6,37.5,29.9,31.1,34.3,36.9,37.7
height,26,6,3.043,34.604,0.055,30.6,32.0,34.6,36.9,37.9,30.3,31.5,34.6,37.3,38.1
height,27,0,3.038,34.759,0.055,30.7,32.1,34.8,37.0,38.0,30.4,31.6,34.8,37.4,38.2
height,27,1,3.032,34.914,0.055,30.9,32.3,34.9,37.2,38.2,30.6,31.8,34.9,37.6,38.4
height,27,2,3.016,35.222,0.054,31.2,32.6,35.2,37.5,38.5,30.9,32.1,35.2,37.9,38.7
height,27,3,3.005,35.376,0.054,31.3,32.7,35.4,37.7,38.6,31.1,32.2,35.4,38.0,38.8
height,27,4,2.981,35.680,0.053,31.7,33.0,35.7,38.0,39.0,31.4,32.6,35.7,38.3,39.1
height,27,5,2.967,35.831,0.053,31.8,33.2,35.8,38.1,39.1,31.5,32.7,35.8,38.5,39.3
height,27,6,2.936,36.132,0.053,32.1,33.5,36.1,38.4,39.4,31.8,33.0,36.1,38.8,39.6
height,28,0,2.919,36.282,0.053,32.3,33.7,36.3,38.6,39.6,32.0,33.2,36.3,39.0,39.8
height,28,1,2.900,36.431,0.053,32.4,33.8,36.4,38.7,39.7,32.1,33.3,36.4,39.1,39.9
height,28,2,2.860,36.728,0.052,32.7,34.1,36.7,39.0,40.0,32.4,33.6,36.7,39.4,40.2
height,28,3,2.838,36.876,0.052,32.9,34.2,36.9,39.2,40.2,32.6,33.8,36.9,39.6,40.4
height,28,4,2.789,37.172,0.052,33.2,34.5,37.2,39.5,40.5,32.9,34.1,37.2,39.9,40.7
height,28,5,2.763,37.319,0.052,33.3,34.7,37.3,39.7,40.7,33.0,34.2,37.3,40.0,40.9
height,28,6,2.704,37.614,0.052,33.6,35.0,37.6,40.0,41.0,33.3,34.5,37.6,40.3,41.2
height,29,0,2.673,37.761,0.051,33.8,35.1,37.8,40.1,41.2,33.5,34.6,37.8,40.5,41.4
height,29,1,2.640,37.908,0.051,33.9,35.3,37.9,40.3,41.3,33.6,34.8,37.9,40.7,41.5
height,29,2,2.572,38.202,0.051,34.2,35.5,38.2,40.6,41.6,33.9,35.1,38.2,41.0,41.8
height,29,3,2.536,38.348,0.051,34.3,35.7,38.3,40.8,41.8,34.1,35.2,38.3,41.1,42.0
height,29,4,2.465,38.640,0.051,34.6,36.0,38.6,41.1,42.1,34.3,35.5,38.6,41.5,42.3
height,29,5,2.430,38.785,0.051,34.7,36.1,38.8,41.2,42.3,34.5,35.6,38.8,41.6,42.5
height,29,6,2.360,39.075,0.051,35.0,36.4,39.1,41.5,42.6,34.7,35.9,39.1,41.9,42.8
height,30,0,2.326,39.218,0.051,35.2,36.5,39.2,41.7,42.8,34.9,36.0,39.2,42.1,43.0
height,30,1,2.294,39.361,0.051,35.3,36.6,39.4,41.9,43.0,35.0,36.2,39.4,42.3,43.2
height,30,2,2.232,39.645,0.052,35.5,36.9,39.6,42.2,43.3,35.3,36.4,39.6,42.6,43.5
height,30,3,2.204,39.786,0.052,35.7,37.0,39.8,42.3,43.4,35.4,36.5,39.8,42.7,43.7
height,30,4,2.152,40.063,0.052,35.9,37.3,40.1,42.6,43.8,35.6,36.8,40.1,43.0,44.0
height,30,5,2.129,40.200,0.052,36.0,37.4,40.2,42.8,43.9,35.8,36.9,40.2,43.2,44.2
height,30,6,2.090,40.470,0.052,36.3,37.7,40.5,43.1,44.2,36.0,37.2,40.5,43.5,44.5
height,31,0,2.074,40.602,0.052,36.4,37.8,40.6,43.2,44.4,36.1,37.3,40.6,43.7,44.6
height,31,1,2.061,40.733,0.052,36.5,37.9,40.7,43.4,44.5,36.2,37.4,40.7,43.8,44.8
height,31,2,2.043,40.991,0.052,36.7,38.1,41.0,43.7,44.8,36.4,37.6,41.0,44.1,45.1
height,31,3,2.039,41.117,0.052,36.8,38.2,41.1,43.8,45.0,36.5,37.7,41.1,44.2,45.2
height,31,4,2.039,41.365,0.053,37.0,38.5,41.4,44.1,45.3,36.7,38.0,41.4,44.5,45.5
height,31,5,2.045,41.487,0.053,37.1,38.6,41.5,44.2,45.4,36.8,38.1,41.5,44.6,45.6
height,31,6,2.067,41.726,0.053,37.3,38.8,41.7,44.5,45.7,37.0,38.3,41.7,44.9,45.9
height,32,0,2.084,41.843,0.053,37.4,38.9,41.8,44.6,45.8,37.1,38.4,41.8,45.0,46.0
height,32,1,2.103,41.960,0.053,37.5,39.0,42.0,44.7,45.9,37.2,38.5,42.0,45.2,46.2
height,32,2,2.149,42.189,0.053,37.7,39.2,42.2,44.9,46.2,37.4,38.7,42.2,45.4,46.4
height,32,3,2.176,42.302,0.053,37.8,39.3,42.3,45.1,46.3,37.5,38.8,42.3,45.5,46.5
height,32,4,2.234,42.527,0.053,38.0,39.5,42.5,45.3,46.5,37.7,39.0,42.5,45.7,46.8
height,32,5,2.265,42.638,0.053,38.1,39.6,42.6,45.4,46.6,37.8,39.1,42.6,45.9,46.9
height,32,6,2.331,42.859,0.053,38.3,39.8,42.9,45.6,46.9,38.0,39.3,42.9,46.1,47.1
height,33,0,2.366,42.969,0.053,38.4,39.9,43.0,45.7,47.0,38.1,39.4,43.0,46.2,47.2
height,33,1,2.402,43.079,0.053,38.5,40.0,43.1,45.9,47.1,38.2,39.5,43.1,46.3,47.3
height,33,2,2.476,43.298,0.052,38.7,40.2,43.3,46.1,47.3,38.3,39.7,43.3,46.5,47.5
height,33,3,2.513,43.407,0.052,38.8,40.3,43.4,46.2,47.4,38.4,39.8,43.4,46.6,47.6
height,33,4,2.590,43.624,0.052,38.9,40.5,43.6,46.4,47.6,38.6,40.0,43.6,46.9,47.9
height,33,5,2.628,43.733,0.052,39.0,40.6,43.7,46.5,47.7,38.7,40.1,43.7,47.0,48.0
height,33,6,2.706,43.950,0.052,39.2,40.8,44.0,46.7,47.9,38.9,40.3,44.0,47.2,48.2
height,34,0,2.745,44.059,0.052,39.3,40.9,44.1,46.8,48.0,39.0,40.4,44.1,47.3,48.3
height,34,1,2.785,44.167,0.052,39.4,41.0,44.2,46.9,48.1,39.1,40.5,44.2,47.4,48.4
height,34,2,2.865,44.383,0.051,39.6,41.3,44.4,47.1,48.3,39.3,40.7,44.4,47.6,48.6
height,34,3,2.906,44.491,0.051,39.7,41.4,44.5,47.3,48.4,39.4,40.8,44.5,47.7,48.7
height,34,4,2.987,44.705,0.051,39.9,41.6,44.7,47.5,48.6,39.6,41.0,44.7,47.9,48.9
height,34,5,3.028,44.813,0.051,40.0,41.7,44.8,47.6,48.7,39.7,41.1,44.8,48.0,49.0
height,34,6,3.108,45.027,0.051,40.2,41.9,45.0,47.8,48.9,39.9,41.3,45.0,48.2,49.2
height,35,0,3.147,45.134,0.050,40.3,42.0,45.1,47.9,49.0,40.0,41.4,45.1,48.3,49.3
height,35,1,3.186,45.241,0.050,40.4,42.1,45.2,48.0,49.1,40.1,41.5,45.2,48.4,49.4
height,35,2,3.259,45.456,0.050,40.7,42.3,45.5,48.2,49.3,40.3,41.7,45.5,48.6,49.5
height,35,3,3.293,45.563,0.050,40.8,42.4,45.6,48.3,49.4,40.4,41.8,45.6,48.7,49.6
height,35,4,3.355,45.778,0.049,41.0,42.7,45.8,48.5,49.6,40.6,42.1,45.8,48.9,49.8
height,35,5,3.382,45.885,0.049,41.1,42.8,45.9,48.6,49.7,40.8,42.2,45.9,49.0,49.9
height,35,6,3.427,46.101,0.048,41.4,43.0,46.1,48.8,49.9,41.0,42.4,46.1,49.2,50.1
height,36,0,3.445,46.209,0.048,41.5,43.1,46.2,48.9,50.0,41.1,42.6,46.2,49.3,50.2
height,36,1,3.459,46.316,0.048,41.6,43.3,46.3,48.9,50.1,41.3,42.7,46.3,49.4,50.3
height,36,2,3.476,46.530,0.047,41.9,43.5,46.5,49.1,50.3,41.5,42.9,46.5,49.6,50.5
height,36,3,3.480,46.637,0.047,42.0,43.6,46.6,49.2,50.3,41.7,43.1,46.6,49.6,50.6
height,36,4,3.474,46.846,0.046,42.3,43.9,46.8,49.4,50.5,41.9,43.3,46.8,49.8,50.7
height,36,5,3.465,46.949,0.045,42.4,44.0,46.9,49.5,50.6,42.1,43.4,46.9,49.9,50.8
height,36,6,3.436,47.151,0.045,42.7,44.2,47.2,49.7,50.8,42.4,43.7,47.2,50.1,51.0
height,37,0,3.415,47.249,0.044,42.8,44.4,47.2,49.8,50.8,42.5,43.8,47.2,50.2,51.1
height,37,1,3.391,47.345,0.044,43.0,44.5,47.3,49.9,50.9,42.6,43.9,47.3,50.3,51.1
height,37,2,3.333,47.530,0.043,43.2,44.7,47.5,50.0,51.1,42.9,44.2,47.5,50.4,51.3
height,37,3,3.300,47.618,0.043,43.4,44.8,47.6,50.1,51.1,43.1,44.3,47.6,50.5,51.4
height,37,4,3.226,47.788,0.042,43.6,45.0,47.8,50.2,51.3,43.3,44.5,47.8,50.6,51.5
height,37,5,3.186,47.869,0.042,43.7,45.1,47.9,50.3,51.3,43.4,44.6,47.9,50.7,51.5
height,37,6,3.100,48.026,0.041,44.0,45.3,48.0,50.4,51.5,43.7,44.9,48.0,50.8,51.7
height,38,0,3.055,48.101,0.041,44.1,45.4,48.1,50.5,51.5,43.8,45.0,48.1,50.9,51.7
height,38,1,3.009,48.176,0.040,44.2,45.5,48.2,50.5,51.6,43.9,45.1,48.2,50.9,51.8
height,38,2,2.913,48.322,0.040,44.4,45.7,48.3,50.7,51.7,44.1,45.3,48.3,51.1,51.9
height,38,3,2.863,48.393,0.039,44.5,45.8,48.4,50.7,51.8,44.3,45.4,48.4,51.1,52.0
height,38,4,2.761,48.534,0.039,44.7,46.0,48.5,50.9,51.9,44.5,45.5,48.5,51.2,52.1
height,38,5,2.709,48.603,0.039,44.8,46.1,48.6,50.9,51.9,44.6,45.6,48.6,51.3,52.1
height,38,6,2.604,48.739,0.038,45.0,46.3,48.7,51.0,52.0,44.8,45.8,48.7,51.4,52.2
height,39,0,2.551,48.805,0.038,45.1,46.3,48.8,51.1,52.1,44.9,45.9,48.8,51.5,52.3
height,39,1,2.497,48.871,0.038,45.2,46.4,48.9,51.1,52.2,45.0,46.0,48.9,51.5,52.4
height,39,2,2.390,48.999,0.037,45.4,46.6,49.0,51.3,52.3,45.1,46.1,49.0,51.6,52.5
height,39,3,2.337,49.062,0.037,45.5,46.7,49.1,51.3,52.3,45.2,46.2,49.1,51.7,52.5
height,39,4,2.229,49.185,0.037,45.6,46.8,49.2,51.4,52.5,45.4,46.4,49.2,51.8,52.6
height,39,5,2.176,49.246,0.037,45.7,46.9,49.2,51.5,52.5,45.5,46.4,49.2,51.9,52.7
height,39,6,2.070,49.365,0.036,45.9,47.0,49.4,51.6,52.6,45.6,46.6,49.4,52.0,52.8
height,40,0,2.019,49.424,0.036,45.9,47.1,49.4,51.7,52.7,45.7,46.7,49.4,52.0,52.9
height,40,1,1.970,49.481,0.036,46.0,47.1,49.5,51.7,52.7,45.8,46.7,49.5,52.1,52.9
height,40,2,1.878,49.590,0.036,46.1,47.3,49.6,51.8,52.8,45.9,46.9,49.6,52.2,53.0
height,40,3,1.835,49.641,0.036,46.2,47.3,49.6,51.9,52.9,46.0,46.9,49.6,52.2,53.1
height,40,4,1.756,49.740,0.036,46.3,47.4,49.7,52.0,53.0,46.1,47.0,49.7,52.3,53.2
height,40,5,1.719,49.787,0.036,46.4,47.5,49.8,52.0,53.0,46.2,47.1,49.8,52.4,53.2
height,40,6,1.650,49.877,0.035,46.5,47.6,49.9,52.1,53.1,46.3,47.2,49.9,52.5,53.3
height,41,0,1.617,49.920,0.035,46.5,47.6,49.9,52.2,53.2,46.3,47.2,49.9,52.5,53.4
height,41,1,1.585,49.963,0.035,46.6,47.7,50.0,52.2,53.2,46.4,47.3,50.0,52.6,53.4
height,41,2,1.524,50.046,0.035,46.7,47.8,50.0,52.3,53.3,46.5,47.4,50.0,52.7,53.5
height,41,3,1.494,50.087,0.035,46.7,47.8,50.1,52.3,53.3,46.5,47.4,50.1,52.7,53.5
height,41,4,1.435,50.167,0.035,46.8,47.9,50.2,52.4,53.4,46.6,47.5,50.2,52.8,53.6
height,41,5,1.406,50.207,0.035,46.9,47.9,50.2,52.4,53.5,46.6,47.5,50.2,52.8,53.7
height,41,6,1.349,50.285,0.035,46.9,48.0,50.3,52.5,53.5,46.7,47.6,50.3,52.9,53.7
head,22,0,2.100,19.468,0.055,17.3,18.0,19.5,20.8,21.4,17.2,17.8,19.5,21.0,21.5
head,22,1,2.103,19.565,0.056,17.4,18.1,19.6,20.9,21.5,17.2,17.9,19.6,21.1,21.6
head,22,2,2.110,19.757,0.056,17.5,18.3,19.8,21.1,21.7,17.4,18.0,19.8,21.3,21.8
head,22,3,2.113,19.854,0.056,17.6,18.4,19.9,21.2,21.8,17.5,18.1,19.9,21.4,22.0
head,22,4,2.120,20.046,0.056,17.8,18.5,20.0,21.4,22.1,17.6,18.3,20.0,21.7,22.2
head,22,5,2.124,20.142,0.056,17.9,18.6,20.1,21.5,22.2,17.7,18.3,20.1,21.8,22.3
head,22,6,2.131,20.334,0.057,18.0,18.8,20.3,21.8,22.4,17.9,18.5,20.3,22.0,22.5
head,23,0,2.135,20.430,0.057,18.1,18.9,20.4,21.9,22.5,17.9,18.6,20.4,22.1,22.6
head,23,1,2.138,20.526,0.057,18.2,19.0,20.5,22.0,22.6,18.0,18.7,20.5,22.2,22.7
head,23,2,2.146,20.717,0.057,18.3,19.1,20.7,22.2,22.8,18.2,18.8,20.7,22.4,23.0
head,23,3,2.150,20.812,0.057,18.4,19.2,20.8,22.3,22.9,18.2,18.9,20.8,22.5,23.1
head,23,4,2.158,21.002,0.058,18.6,19.4,21.0,22.5,23.2,18.4,19.1,21.0,22.7,23.3
head,23,5,2.162,21.097,0.058,18.6,19.5,21.1,22.6,23.3,18.5,19.2,21.1,22.8,23.4
head,23,6,2.170,21.286,0.058,18.8,19.6,21.3,22.8,23.5,18.6,19.3,21.3,23.1,23.6
head,24,0,2.174,21.381,0.058,18.9,19.7,21.4,22.9,23.6,18.7,19.4,21.4,23.2,23.7
head,24,1,2.178,21.475,0.058,18.9,19.8,21.5,23.0,23.7,18.8,19.5,21.5,23.3,23.8
head,24,2,2.187,21.665,0.059,19.1,20.0,21.7,23.2,23.9,18.9,19.6,21.7,23.5,24.1
head,24,3,2.191,21.759,0.059,19.2,20.0,21.8,23.3,24.0,19.0,19.7,21.8,23.6,24.2
head,24,4,2.200,21.950,0.059,19.3,20.2,21.9,23.5,24.2,19.1,19.9,21.9,23.8,24.4
head,24,5,2.205,22.046,0.059,19.4,20.3,22.0,23.7,24.4,19.2,20.0,22.0,23.9,24.5
head,24,6,2.213,22.238,0.060,19.5,20.5,22.2,23.9,24.6,19.4,20.1,22.2,24.1,24.7
head,25,0,2.218,22.335,0.060,19.6,20.5,22.3,24.0,24.7,19.4,20.2,22.3,24.2,24.8
head,25,1,2.222,22.432,0.060,19.7,20.6,22.4,24.1,24.8,19.5,20.3,22.4,24.4,25.0
head,25,2,2.230,22.628,0.060,19.9,20.8,22.6,24.3,25.0,19.7,20.5,22.6,24.6,25.2
head,25,3,2.235,22.727,0.060,19.9,20.9,22.7,24.4,25.2,19.7,20.5,22.7,24.7,25.3
head,25,4,2.243,22.925,0.061,20.1,21.0,22.9,24.6,25.4,19.9,20.7,22.9,24.9,25.5
head,25,5,2.247,23.025,0.061,20.2,21.1,23.0,24.7,25.5,20.0,20.8,23.0,25.0,25.6
head,25,6,2.254,23.225,0.061,20.3,21.3,23.2,25.0,25.7,20.1,21.0,23.2,25.2,25.9
head,26,0,2.258,23.326,0.061,20.4,21.4,23.3,25.1,25.8,20.2,21.0,23.3,25.4,26.0
head,26,1,2.262,23.427,0.062,20.5,21.5,23.4,25.2,26.0,20.3,21.1,23.4,25.5,26.1
head,26,2,2.268,23.629,0.062,20.6,21.7,23.6,25.4,26.2,20.4,21.3,23.6,25.7,26.3
head,26,3,2.271,23.730,0.062,20.7,21.7,23.7,25.5,26.3,20.5,21.4,23.7,25.8,26.5
head,26,4,2.277,23.933,0.062,20.9,21.9,23.9,25.8,26.5,20.7,21.5,23.9,26.0,26.7
head,26,5,2.280,24.035,0.062,21.0,22.0,24.0,25.9,26.7,20.8,21.6,24.0,26.2,26.8
head,26,6,2.286,24.239,0.063,21.1,22.2,24.2,26.1,26.9,20.9,21.8,24.2,26.4,27.1
head,27,0,2.288,24.341,0.063,21.2,22.3,24.3,26.2,27.0,21.0,21.9,24.3,26.5,27.2
head,27,1,2.291,24.444,0.063,21.3,22.4,24.4,26.3,27.1,21.1,22.0,24.4,26.6,27.3
head,27,2,2.295,24.649,0.063,21.5,22.5,24.6,26.5,27.4,21.2,22.2,24.6,26.9,27.5
head,27,3,2.297,24.752,0.063,21.5,22.6,24.8,26.7,27.5,21.3,22.2,24.8,27.0,27.7
head,27,4,2.301,24.959,0.063,21.7,22.8,25.0,26.9,27.7,21.5,22.4,25.0,27.2,27.9
head,27,5,2.303,25.062,0.063,21.8,22.9,25.1,27.0,27.8,21.6,22.5,25.1,27.3,28.0
head,27,6,2.307,25.268,0.064,22.0,23.1,25.3,27.2,28.1,21.7,22.7,25.3,27.5,28.2
head,28,0,2.308,25.372,0.064,22.1,23.2,25.4,27.3,28.2,21.8,22.8,25.4,27.7,28.4
head,28,1,2.310,25.475,0.064,22.1,23.3,25.5,27.5,28.3,21.9,22.9,25.5,27.8,28.5
head,28,2,2.312,25.680,0.064,22.3,23.5,25.7,27.7,28.5,22.1,23.0,25.7,28.0,28.7
head,28,3,2.314,25.782,0.064,22.4,23.5,25.8,27.8,28.7,22.2,23.1,25.8,28.1,28.8
head,28,4,2.316,25.985,0.064,22.6,23.7,26.0,28.0,28.9,22.3,23.3,26.0,28.3,29.1
head,28,5,2.318,26.086,0.064,22.7,23.8,26.1,28.1,29.0,22.4,23.4,26.1,28.4,29.2
head,28,6,2.321,26.286,0.064,22.8,24.0,26.3,28.3,29.2,22.6,23.6,26.3,28.7,29.4
head,29,0,2.322,26.386,0.064,22.9,24.1,26.4,28.4,29.3,22.7,23.7,26.4,28.8,29.5
head,29,1,2.324,26.484,0.064,23.0,24.2,26.5,28.5,29.4,22.8,23.8,26.5,28.9,29.6
head,29,2,2.327,26.680,0.064,23.2,24.4,26.7,28.8,29.7,22.9,23.9,26.7,29.1,29.8
head,29,3,2.328,26.777,0.064,23.3,24.5,26.8,28.9,29.8,23.0,24.0,26.8,29.2,29.9
head,29,4,2.331,26.969,0.064,23.4,24.6,27.0,29.1,30.0,23.2,24.2,27.0,29.4,30.2
head,29,5,2.332,27.064,0.064,23.5,24.7,27.1,29.2,30.1,23.3,24.3,27.1,29.5,30.3
head,29,6,2.334,27.253,0.063,23.7,24.9,27.3,29.4,30.3,23.4,24.5,27.3,29.7,30.5
head,30,0,2.335,27.347,0.063,23.8,25.0,27.3,29.5,30.4,23.5,24.6,27.3,29.8,30.6
head,30,1,2.335,27.440,0.063,23.9,25.1,27.4,29.6,30.5,23.6,24.7,27.4,29.9,30.7
